PACKING LIST,,,,,,,,,,,
Shipper / Exporter,,,,,No. / Date of Invoice,,,,,,
"BOOSTERS CO., LTD				",,,,,MV02050205202509-04,,,,,,
"7F, 508, Nonhyeon-ro, Gangnam-gu, Seoul, 06141					",,,,,23/09/2025			,,,,,,
TEL:+82-10-7725-1067			,,,,,,,,,,,
ATTN:Yujin Jang				,,,,,Payment,,,,,,
Consignee,,,,,DDP,,,,,,
"Buy2Korea, Inc.",,,,,,,,,,,
"1650 Glenn Curtiss St, Carson,CA 90746 USA",,,,,,,,,,,
TEL:310-747-1530 #1544,,,,,,,,,,,
ATTN:Eunyoung Chung,,,,,,,,,,,
Notify Party,,,,,Remarks,,,,,,
"KW International, Inc.",,,,,"IND9 – 1151 S GRAHAM RD 46143-7830 – GREENWOOD, IN – United States [17AEJFMK]",,,,,,
"1650 Glenn Curtiss St, Carson,CA 90746 USA",,,,,,,,,,,
TEL:310-747-1530 #1544,,,,,,,,,,,
,,,,,,,,,,,
Port of Loading,,,Port of Discharge,,,,,,,,
,,,,,,,,,,,
Carrier,,,Sailing On / Or Abt,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
FBA SHIPMENT ID,ASIN,COMMODITY DESCRIPTIONS,,HS Code,Carton No.,Carton,Unit,Qty,Weight(kg),FC Code,Size (cm)
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000001,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000002,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000003,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000004,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000005,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000006,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000007,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000008,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000009,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000010,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000011,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000012,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000013,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000014,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000015,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000016,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000017,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000018,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000019,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000020,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000021,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000022,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
FBA191QRRJ42,B0D8W2W8C2,Bakuchiol Plumping Serum,,3304.99.5000,FBA191QRRJ42U000023,1,108,108,  15.50 ,IND9,24.00 * 35.56 * 35.56
